model,language,prompt_id,seed,source,category,clip_score,mclip_score
flux,es,DB003,42,DrawBench,Colors,27.187142,0.268886
flux,es,DB004,42,DrawBench,Colors,29.974031,0.308815
flux,es,DB005,42,DrawBench,Colors,28.632933,0.300248
flux,es,DB006,42,DrawBench,Colors,27.904293,0.265981
flux,es,DB007,42,DrawBench,Colors,27.98371,0.29322
flux,es,DB008,42,DrawBench,Colors,28.360203,0.285373
flux,es,DB009,42,DrawBench,Colors,29.950532,0.285253
flux,es,DB010,42,DrawBench,Colors,33.767545,0.32918
flux,es,DB011,42,DrawBench,Colors,29.683447,0.286885
flux,es,DB012,42,DrawBench,Colors,25.729278,0.257496
flux,es,DB013,42,DrawBench,Colors,27.232328,0.261018
flux,es,DB014,42,DrawBench,Counting,26.253211,0.280932
flux,es,DB015,42,DrawBench,Counting,28.937304,0.296518
flux,es,DB016,42,DrawBench,Counting,25.314277,0.281643
flux,es,DB017,42,DrawBench,Counting,27.959609,0.278225
flux,es,DB018,42,DrawBench,Counting,31.270972,0.309325
flux,es,DB019,42,DrawBench,Counting,28.752881,0.314683
flux,es,DB020,42,DrawBench,Counting,28.354385,0.276991
flux,es,DB021,42,DrawBench,Counting,27.805576,0.284824
flux,es,DB022,42,DrawBench,Counting,29.465646,0.311573
flux,es,DB023,42,DrawBench,Counting,29.665437,0.319908
flux,es,DB024,42,DrawBench,Counting,21.209762,0.2194
flux,es,DB025,42,DrawBench,Counting,30.303437,0.299579
flux,es,DB026,42,DrawBench,Counting,30.032665,0.322338
flux,es,DB027,42,DrawBench,Positional,22.634922,0.220429
flux,es,DB028,42,DrawBench,Positional,26.88733,0.254027
flux,es,DB029,42,DrawBench,Positional,27.966312,0.278074
flux,es,DB030,42,DrawBench,Positional,23.132561,0.240398
flux,es,DB031,42,DrawBench,Positional,28.090709,0.289311
flux,es,DB032,42,DrawBench,Positional,23.680635,0.252128
flux,es,DB033,42,DrawBench,Positional,26.89634,0.275702
flux,es,DB034,42,DrawBench,Positional,23.812109,0.269528
flux,es,DB035,42,DrawBench,Positional,28.915489,0.29659
flux,es,DB036,42,DrawBench,Positional,34.437457,0.358884
flux,es,DB037,42,DrawBench,Positional,26.354954,0.274102
flux,es,DB038,42,DrawBench,Positional,32.99841,0.326425
flux,es,DB039,42,DrawBench,Text,20.092899,0.244276
flux,es,DB040,42,DrawBench,Text,31.464586,0.320802
flux,es,DB041,42,DrawBench,Text,32.164612,0.294647
flux,es,DB042,42,DrawBench,Text,27.357686,0.267072
flux,es,DB043,42,DrawBench,Text,28.99507,0.260325
flux,es,DB044,42,DrawBench,Text,34.779081,0.380268
flux,es,DB045,42,DrawBench,Text,22.697146,0.245074
flux,es,DB046,42,DrawBench,Text,29.520118,0.291582
flux,es,DB047,42,DrawBench,Text,30.628452,0.31311
flux,es,DB048,42,DrawBench,Text,31.388661,0.349601
flux,es,DB049,42,DrawBench,Text,33.266675,0.38127
flux,es,DB050,42,DrawBench,Text,19.436127,0.219332
flux,es,GB001,42,GenAI-Bench,Spatial Relation,32.585689,0.31515
flux,es,GB002,42,GenAI-Bench,Spatial Relation,31.340009,0.338021
flux,es,GB003,42,GenAI-Bench,Spatial Relation,27.514973,0.294267
flux,es,GB004,42,GenAI-Bench,Spatial Relation,38.769412,0.371249
flux,es,GB005,42,GenAI-Bench,Spatial Relation,32.666841,0.329332
flux,es,GB006,42,GenAI-Bench,Spatial Relation,33.047196,0.322329
flux,es,GB007,42,GenAI-Bench,Spatial Relation,26.27151,0.287206
flux,es,GB008,42,GenAI-Bench,Spatial Relation,22.757861,0.227104
flux,es,GB009,42,GenAI-Bench,Spatial Relation,32.623962,0.310939
flux,es,GB010,42,GenAI-Bench,Spatial Relation,32.784146,0.285442
flux,es,GB011,42,GenAI-Bench,Spatial Relation,27.546382,0.309317
flux,es,GB012,42,GenAI-Bench,Spatial Relation,28.748101,0.301062
flux,es,GB013,42,GenAI-Bench,Spatial Relation,35.957828,0.348377
flux,es,GB014,42,GenAI-Bench,Spatial Relation,19.778921,0.256525
flux,es,GB015,42,GenAI-Bench,Spatial Relation,30.586889,0.310698
flux,es,GB016,42,GenAI-Bench,Spatial Relation,24.727166,0.289174
flux,es,GB017,42,GenAI-Bench,Spatial Relation,36.926565,0.353827
flux,es,GB018,42,GenAI-Bench,Spatial Relation,25.236258,0.223555
flux,es,GB019,42,GenAI-Bench,Spatial Relation,30.823633,0.305806
flux,es,GB020,42,GenAI-Bench,Spatial Relation,30.720225,0.354393
flux,es,GB021,42,GenAI-Bench,Spatial Relation,28.01967,0.304721
flux,es,GB022,42,GenAI-Bench,Spatial Relation,31.85524,0.299017
flux,es,GB023,42,GenAI-Bench,Spatial Relation,31.744367,0.321299
flux,es,GB024,42,GenAI-Bench,Spatial Relation,30.271783,0.311249
flux,es,GB025,42,GenAI-Bench,Spatial Relation,19.843081,0.246595
flux,es,GB026,42,GenAI-Bench,Attribute,31.823611,0.324994
flux,es,GB027,42,GenAI-Bench,Attribute,29.215464,0.306865
flux,es,GB028,42,GenAI-Bench,Attribute,26.095116,0.267902
flux,es,GB029,42,GenAI-Bench,Attribute,23.186749,0.259915
flux,es,GB030,42,GenAI-Bench,Attribute,29.777586,0.3057
flux,es,GB031,42,GenAI-Bench,Attribute,32.778019,0.300221
flux,es,GB032,42,GenAI-Bench,Attribute,28.573573,0.297928
flux,es,GB033,42,GenAI-Bench,Attribute,27.538908,0.274888
flux,es,GB034,42,GenAI-Bench,Attribute,29.313773,0.279492
flux,es,GB035,42,GenAI-Bench,Attribute,34.315181,0.295874
flux,es,GB036,42,GenAI-Bench,Attribute,33.227581,0.324173
flux,es,GB037,42,GenAI-Bench,Attribute,31.48177,0.272715
flux,es,GB038,42,GenAI-Bench,Attribute,31.359491,0.336052
flux,es,GB039,42,GenAI-Bench,Attribute,33.993244,0.259254
flux,es,GB040,42,GenAI-Bench,Attribute,32.315853,0.293598
flux,es,GB041,42,GenAI-Bench,Attribute,30.62602,0.359137
flux,es,GB042,42,GenAI-Bench,Attribute,28.463426,0.282422
flux,es,GB043,42,GenAI-Bench,Attribute,30.34648,0.302146
flux,es,GB044,42,GenAI-Bench,Attribute,26.548705,0.292633
flux,es,GB045,42,GenAI-Bench,Attribute,24.575575,0.269083
flux,es,GB046,42,GenAI-Bench,Attribute,29.988357,0.303363
flux,es,GB047,42,GenAI-Bench,Attribute,31.869984,0.303557
flux,es,GB048,42,GenAI-Bench,Attribute,16.236587,0.197781
flux,es,GB049,42,GenAI-Bench,Attribute,25.918832,0.262321
flux,es,GB050,42,GenAI-Bench,Attribute,24.011192,0.234481
flux,ar,DB001,42,DrawBench,Colors,14.354375,0.189015
flux,ar,DB002,42,DrawBench,Colors,18.318574,0.21182
flux,ar,DB003,42,DrawBench,Colors,16.342753,0.189404
flux,ar,DB004,42,DrawBench,Colors,14.030361,0.193104
flux,ar,DB005,42,DrawBench,Colors,20.993273,0.23376
flux,ar,DB006,42,DrawBench,Colors,18.019994,0.204875
flux,ar,DB007,42,DrawBench,Colors,21.529989,0.265757
flux,ar,DB008,42,DrawBench,Colors,17.284308,0.174574
flux,ar,DB009,42,DrawBench,Colors,12.691119,0.167667
flux,ar,DB010,42,DrawBench,Colors,16.007029,0.154101
flux,ar,DB011,42,DrawBench,Colors,11.61856,0.152537
flux,ar,DB012,42,DrawBench,Colors,12.562954,0.206809
flux,ar,DB013,42,DrawBench,Colors,16.27799,0.173536
flux,ar,DB014,42,DrawBench,Counting,13.236855,0.154155
flux,ar,DB015,42,DrawBench,Counting,19.862853,0.204557
flux,ar,DB016,42,DrawBench,Counting,9.937406,0.111858
flux,ar,DB017,42,DrawBench,Counting,15.352766,0.179136
flux,ar,DB018,42,DrawBench,Counting,16.049489,0.168815
flux,ar,DB019,42,DrawBench,Counting,7.066977,0.091359
flux,ar,DB020,42,DrawBench,Counting,15.629672,0.172362
flux,ar,DB021,42,DrawBench,Counting,9.835738,0.112605
flux,ar,DB022,42,DrawBench,Counting,11.264589,0.108653
flux,ar,DB023,42,DrawBench,Counting,10.000502,0.10248
flux,ar,DB024,42,DrawBench,Counting,16.466197,0.168594
flux,ar,DB025,42,DrawBench,Counting,14.631221,0.171081
flux,ar,DB026,42,DrawBench,Counting,10.23571,0.106765
flux,ar,DB027,42,DrawBench,Positional,10.542021,0.175448
flux,ar,DB028,42,DrawBench,Positional,15.161698,0.172251
flux,ar,DB029,42,DrawBench,Positional,19.411992,0.199207
flux,ar,DB030,42,DrawBench,Positional,10.96594,0.170946
flux,ar,DB031,42,DrawBench,Positional,14.889173,0.18039
flux,ar,DB032,42,DrawBench,Positional,16.082391,0.21925
flux,ar,DB033,42,DrawBench,Positional,16.057295,0.176646
flux,ar,DB034,42,DrawBench,Positional,16.76383,0.198508
flux,ar,DB035,42,DrawBench,Positional,17.240995,0.180286
flux,ar,DB036,42,DrawBench,Positional,14.104936,0.127333
flux,ar,DB037,42,DrawBench,Positional,13.427487,0.148877
flux,ar,DB038,42,DrawBench,Positional,14.926952,0.182355
flux,ar,DB039,42,DrawBench,Text,18.406096,0.230259
flux,ar,DB040,42,DrawBench,Text,18.081748,0.268783
flux,ar,DB041,42,DrawBench,Text,15.625969,0.193047
flux,ar,DB042,42,DrawBench,Text,15.485601,0.209256
flux,ar,DB043,42,DrawBench,Text,21.576644,0.203093
flux,ar,DB044,42,DrawBench,Text,23.594609,0.279011
flux,ar,DB045,42,DrawBench,Text,19.269325,0.215048
flux,ar,DB046,42,DrawBench,Text,24.882278,0.285296
flux,ar,DB047,42,DrawBench,Text,11.982255,0.219913
flux,ar,DB048,42,DrawBench,Text,12.166268,0.198349
flux,ar,DB049,42,DrawBench,Text,19.460994,0.218207
flux,ar,DB050,42,DrawBench,Text,17.636353,0.215394
flux,ar,GB001,42,GenAI-Bench,Spatial Relation,18.299454,0.241193
flux,ar,GB002,42,GenAI-Bench,Spatial Relation,17.059998,0.175967
flux,ar,GB003,42,GenAI-Bench,Spatial Relation,16.202383,0.160442
flux,ar,GB004,42,GenAI-Bench,Spatial Relation,14.460303,0.22197
flux,ar,GB005,42,GenAI-Bench,Spatial Relation,13.233803,0.180197
flux,ar,GB006,42,GenAI-Bench,Spatial Relation,23.21517,0.22503
flux,ar,GB007,42,GenAI-Bench,Spatial Relation,16.773736,0.184854
flux,ar,GB008,42,GenAI-Bench,Spatial Relation,10.592382,0.103449
flux,ar,GB009,42,GenAI-Bench,Spatial Relation,5.721029,0.105505
flux,ar,GB010,42,GenAI-Bench,Spatial Relation,16.931386,0.167434
flux,ar,GB011,42,GenAI-Bench,Spatial Relation,8.464023,0.148945
flux,ar,GB012,42,GenAI-Bench,Spatial Relation,9.21898,0.086199
flux,ar,GB013,42,GenAI-Bench,Spatial Relation,25.328213,0.246829
flux,ar,GB014,42,GenAI-Bench,Spatial Relation,13.205156,0.193521
flux,ar,GB015,42,GenAI-Bench,Spatial Relation,14.142175,0.189614
flux,ar,GB016,42,GenAI-Bench,Spatial Relation,6.696016,0.105172
flux,ar,GB017,42,GenAI-Bench,Spatial Relation,3.705246,0.107076
flux,ar,GB018,42,GenAI-Bench,Spatial Relation,8.396753,0.171509
flux,ar,GB019,42,GenAI-Bench,Spatial Relation,17.919588,0.185686
flux,ar,GB020,42,GenAI-Bench,Spatial Relation,15.534462,0.174241
flux,ar,GB021,42,GenAI-Bench,Spatial Relation,14.61122,0.2048
flux,ar,GB022,42,GenAI-Bench,Spatial Relation,14.23132,0.179844
flux,ar,GB023,42,GenAI-Bench,Spatial Relation,12.623215,0.137794
flux,ar,GB024,42,GenAI-Bench,Spatial Relation,14.575517,0.153578
flux,ar,GB025,42,GenAI-Bench,Spatial Relation,15.394633,0.177038
flux,ar,GB026,42,GenAI-Bench,Attribute,17.122321,0.176348
flux,ar,GB027,42,GenAI-Bench,Attribute,15.214272,0.197431
flux,ar,GB028,42,GenAI-Bench,Attribute,19.120826,0.216425
flux,ar,GB029,42,GenAI-Bench,Attribute,14.934397,0.166127
flux,ar,GB030,42,GenAI-Bench,Attribute,10.098062,0.163677
flux,ar,GB031,42,GenAI-Bench,Attribute,17.207272,0.149449
flux,ar,GB032,42,GenAI-Bench,Attribute,16.854654,0.200409
flux,ar,GB033,42,GenAI-Bench,Attribute,21.317661,0.210863
flux,ar,GB034,42,GenAI-Bench,Attribute,12.459933,0.129189
flux,ar,GB035,42,GenAI-Bench,Attribute,14.961129,0.249216
flux,ar,GB036,42,GenAI-Bench,Attribute,12.701532,0.188638
flux,ar,GB037,42,GenAI-Bench,Attribute,10.421181,0.154706
flux,ar,GB038,42,GenAI-Bench,Attribute,12.997484,0.153449
flux,ar,GB039,42,GenAI-Bench,Attribute,13.708854,0.181129
flux,ar,GB040,42,GenAI-Bench,Attribute,17.389983,0.187338
flux,ar,GB041,42,GenAI-Bench,Attribute,13.733763,0.140023
flux,ar,GB042,42,GenAI-Bench,Attribute,15.839408,0.180893
flux,ar,GB043,42,GenAI-Bench,Attribute,13.022663,0.188322
flux,ar,GB044,42,GenAI-Bench,Attribute,13.764128,0.21518
flux,ar,GB045,42,GenAI-Bench,Attribute,11.427897,0.152281
flux,ar,GB046,42,GenAI-Bench,Attribute,24.042331,0.218135
flux,ar,GB047,42,GenAI-Bench,Attribute,5.881465,0.047941
flux,ar,GB048,42,GenAI-Bench,Attribute,16.691953,0.201493
flux,ar,GB049,42,GenAI-Bench,Attribute,5.8601,0.097308
flux,ar,GB050,42,GenAI-Bench,Attribute,17.926134,0.217123
