model,language,prompt_id,seed,source,category,clip_score,mclip_score
sd15,es,GB047,42,GenAI-Bench,Attribute,31.328809,0.333665
sd15,es,GB048,42,GenAI-Bench,Attribute,28.210944,0.255206
sd15,es,GB049,42,GenAI-Bench,Attribute,29.456633,0.324001
sd15,es,GB050,42,GenAI-Bench,Attribute,22.597645,0.234489
sd15,ar,DB001,42,DrawBench,Colors,15.874611,0.230918
sd15,ar,DB002,42,DrawBench,Colors,14.321902,0.196443
sd15,ar,DB003,42,DrawBench,Colors,17.537974,0.183857
sd15,ar,DB004,42,DrawBench,Colors,21.235405,0.2107
sd15,ar,DB005,42,DrawBench,Colors,14.70879,0.161774
sd15,ar,DB006,42,DrawBench,Colors,17.607476,0.201517
sd15,ar,DB007,42,DrawBench,Colors,22.942697,0.226604
sd15,ar,DB008,42,DrawBench,Colors,19.985814,0.197031
sd15,ar,DB009,42,DrawBench,Colors,17.676133,0.20076
sd15,ar,DB010,42,DrawBench,Colors,14.590538,0.175655
sd15,ar,DB011,42,DrawBench,Colors,13.673285,0.172494
sd15,ar,DB012,42,DrawBench,Colors,15.873763,0.206392
sd15,ar,DB013,42,DrawBench,Colors,14.933462,0.172904
sd15,ar,DB014,42,DrawBench,Counting,20.640984,0.222039
sd15,ar,DB015,42,DrawBench,Counting,22.387202,0.225326
sd15,ar,DB016,42,DrawBench,Counting,17.031898,0.182687
sd15,ar,DB017,42,DrawBench,Counting,20.233479,0.23278
sd15,ar,DB018,42,DrawBench,Counting,15.615843,0.183302
sd15,ar,DB019,42,DrawBench,Counting,14.766714,0.177795
sd15,ar,DB020,42,DrawBench,Counting,22.340323,0.243009
sd15,ar,DB021,42,DrawBench,Counting,16.319154,0.185164
sd15,ar,DB022,42,DrawBench,Counting,15.268697,0.154075
sd15,ar,DB023,42,DrawBench,Counting,16.040282,0.159809
sd15,ar,DB024,42,DrawBench,Counting,20.840694,0.229905
sd15,ar,DB025,42,DrawBench,Counting,17.269056,0.188803
sd15,ar,DB026,42,DrawBench,Counting,14.889227,0.153758
sd15,ar,DB027,42,DrawBench,Positional,18.543071,0.242145
sd15,ar,DB028,42,DrawBench,Positional,18.139373,0.179939
sd15,ar,DB029,42,DrawBench,Positional,18.756805,0.191131
sd15,ar,DB030,42,DrawBench,Positional,9.497698,0.152229
sd15,ar,DB031,42,DrawBench,Positional,15.354019,0.180631
sd15,ar,DB032,42,DrawBench,Positional,20.758113,0.229295
sd15,ar,DB033,42,DrawBench,Positional,23.191349,0.201986
sd15,ar,DB034,42,DrawBench,Positional,16.614158,0.209574
sd15,ar,DB035,42,DrawBench,Positional,19.025661,0.174669
sd15,ar,DB036,42,DrawBench,Positional,18.669508,0.170306
sd15,ar,DB037,42,DrawBench,Positional,14.571309,0.185698
sd15,ar,DB038,42,DrawBench,Positional,12.099832,0.165213
sd15,ar,DB039,42,DrawBench,Text,25.430992,0.236524
sd15,ar,DB040,42,DrawBench,Text,19.947484,0.261651
sd15,ar,DB041,42,DrawBench,Text,21.465775,0.24925
sd15,ar,DB042,42,DrawBench,Text,30.79519,0.275098
sd15,ar,DB043,42,DrawBench,Text,19.476411,0.202458
sd15,ar,DB044,42,DrawBench,Text,28.984201,0.300469
sd15,ar,DB045,42,DrawBench,Text,18.612024,0.200404
sd15,ar,DB046,42,DrawBench,Text,20.322101,0.228824
sd15,ar,DB047,42,DrawBench,Text,19.163153,0.22855
sd15,ar,DB048,42,DrawBench,Text,20.5504,0.228967
sd15,ar,DB049,42,DrawBench,Text,18.431312,0.202224
sd15,ar,DB050,42,DrawBench,Text,18.938315,0.206938
sd15,ar,GB001,42,GenAI-Bench,Spatial Relation,13.636672,0.193734
sd15,ar,GB002,42,GenAI-Bench,Spatial Relation,13.888361,0.16674
sd15,ar,GB003,42,GenAI-Bench,Spatial Relation,14.376798,0.19324
sd15,ar,GB004,42,GenAI-Bench,Spatial Relation,9.805903,0.183447
sd15,ar,GB005,42,GenAI-Bench,Spatial Relation,18.116218,0.224092
sd15,ar,GB006,42,GenAI-Bench,Spatial Relation,17.063457,0.207567
sd15,ar,GB007,42,GenAI-Bench,Spatial Relation,13.031822,0.21806
sd15,ar,GB008,42,GenAI-Bench,Spatial Relation,18.982792,0.168225
sd15,ar,GB009,42,GenAI-Bench,Spatial Relation,28.266174,0.313027
sd15,ar,GB010,42,GenAI-Bench,Spatial Relation,15.003759,0.198416
sd15,ar,GB011,42,GenAI-Bench,Spatial Relation,18.632178,0.237647
sd15,ar,GB012,42,GenAI-Bench,Spatial Relation,15.756205,0.156758
sd15,ar,GB013,42,GenAI-Bench,Spatial Relation,22.800209,0.241462
sd15,ar,GB014,42,GenAI-Bench,Spatial Relation,17.318645,0.186703
sd15,ar,GB015,42,GenAI-Bench,Spatial Relation,16.613576,0.175582
sd15,ar,GB016,42,GenAI-Bench,Spatial Relation,15.381815,0.168929
sd15,ar,GB017,42,GenAI-Bench,Spatial Relation,19.819467,0.242556
sd15,ar,GB018,42,GenAI-Bench,Spatial Relation,16.397764,0.253155
sd15,ar,GB019,42,GenAI-Bench,Spatial Relation,16.805121,0.188903
sd15,ar,GB020,42,GenAI-Bench,Spatial Relation,16.631025,0.20268
sd15,ar,GB021,42,GenAI-Bench,Spatial Relation,18.388021,0.190483
sd15,ar,GB022,42,GenAI-Bench,Spatial Relation,15.698999,0.164771
sd15,ar,GB023,42,GenAI-Bench,Spatial Relation,17.93462,0.180969
sd15,ar,GB024,42,GenAI-Bench,Spatial Relation,21.053955,0.235657
sd15,ar,GB025,42,GenAI-Bench,Spatial Relation,15.346181,0.198862
sd15,ar,GB026,42,GenAI-Bench,Attribute,18.614593,0.198711
sd15,ar,GB027,42,GenAI-Bench,Attribute,14.140737,0.174222
sd15,ar,GB028,42,GenAI-Bench,Attribute,22.382137,0.235343
sd15,ar,GB029,42,GenAI-Bench,Attribute,22.491387,0.199047
sd15,ar,GB030,42,GenAI-Bench,Attribute,14.58611,0.19003
sd15,ar,GB031,42,GenAI-Bench,Attribute,15.344986,0.207879
sd15,ar,GB032,42,GenAI-Bench,Attribute,16.523655,0.219747
sd15,ar,GB033,42,GenAI-Bench,Attribute,20.101541,0.187387
sd15,ar,GB034,42,GenAI-Bench,Attribute,11.809494,0.153691
sd15,ar,GB035,42,GenAI-Bench,Attribute,10.627851,0.190156
sd15,ar,GB036,42,GenAI-Bench,Attribute,18.473394,0.273522
sd15,ar,GB037,42,GenAI-Bench,Attribute,13.637966,0.179596
sd15,ar,GB038,42,GenAI-Bench,Attribute,22.526464,0.227505
sd15,ar,GB039,42,GenAI-Bench,Attribute,14.356396,0.204216
sd15,ar,GB040,42,GenAI-Bench,Attribute,17.626835,0.215944
sd15,ar,GB041,42,GenAI-Bench,Attribute,14.87941,0.194988
sd15,ar,GB042,42,GenAI-Bench,Attribute,22.644331,0.242897
sd15,ar,GB043,42,GenAI-Bench,Attribute,13.193423,0.197671
sd15,ar,GB044,42,GenAI-Bench,Attribute,16.926894,0.240436
sd15,ar,GB045,42,GenAI-Bench,Attribute,15.648508,0.184896
sd15,ar,GB046,42,GenAI-Bench,Attribute,14.739081,0.212441
sd15,ar,GB047,42,GenAI-Bench,Attribute,14.28373,0.154503
sd15,ar,GB048,42,GenAI-Bench,Attribute,18.027258,0.226623
sd15,ar,GB049,42,GenAI-Bench,Attribute,16.258873,0.18599
sd15,ar,GB050,42,GenAI-Bench,Attribute,15.361018,0.191286
flux,en,DB001,42,DrawBench,Colors,33.310127,0.325954
flux,en,DB002,42,DrawBench,Colors,33.912587,0.317112
flux,en,DB003,42,DrawBench,Colors,26.828849,0.26898
flux,en,DB004,42,DrawBench,Colors,34.457162,0.348793
flux,en,DB005,42,DrawBench,Colors,30.954012,0.313785
flux,en,DB006,42,DrawBench,Colors,28.79746,0.296375
flux,en,DB007,42,DrawBench,Colors,30.166313,0.296762
flux,en,DB008,42,DrawBench,Colors,26.738501,0.270577
flux,en,DB009,42,DrawBench,Colors,38.504529,0.367358
flux,en,DB010,42,DrawBench,Colors,33.464912,0.328597
flux,en,DB011,42,DrawBench,Colors,32.707638,0.329696
flux,en,DB012,42,DrawBench,Colors,33.643338,0.337509
flux,en,DB013,42,DrawBench,Colors,35.606217,0.341572
flux,en,DB014,42,DrawBench,Counting,25.912672,0.268822
flux,en,DB015,42,DrawBench,Counting,28.046915,0.290005
flux,en,DB016,42,DrawBench,Counting,24.829954,0.257218
flux,en,DB017,42,DrawBench,Counting,27.508077,0.274662
flux,en,DB018,42,DrawBench,Counting,31.527609,0.317594
flux,en,DB019,42,DrawBench,Counting,28.845215,0.306817
flux,en,DB020,42,DrawBench,Counting,28.592923,0.282099
flux,en,DB021,42,DrawBench,Counting,29.365602,0.306497
flux,en,DB022,42,DrawBench,Counting,27.129906,0.27331
flux,en,DB023,42,DrawBench,Counting,29.059345,0.300901
flux,en,DB024,42,DrawBench,Counting,27.224389,0.279298
flux,en,DB025,42,DrawBench,Counting,31.261897,0.315775
flux,en,DB026,42,DrawBench,Counting,26.479664,0.279568
flux,en,DB027,42,DrawBench,Positional,31.163695,0.310562
flux,en,DB028,42,DrawBench,Positional,34.875891,0.34579
flux,en,DB029,42,DrawBench,Positional,27.274832,0.270824
flux,en,DB030,42,DrawBench,Positional,32.086173,0.34329
flux,en,DB031,42,DrawBench,Positional,24.727143,0.264909
flux,en,DB032,42,DrawBench,Positional,39.487454,0.370758
flux,en,DB033,42,DrawBench,Positional,27.426708,0.285171
flux,en,DB034,42,DrawBench,Positional,30.914429,0.309264
flux,en,DB035,42,DrawBench,Positional,34.371135,0.35774
flux,en,DB036,42,DrawBench,Positional,34.292915,0.347318
flux,en,DB037,42,DrawBench,Positional,31.871927,0.304892
flux,en,DB038,42,DrawBench,Positional,33.324313,0.309339
flux,en,DB039,42,DrawBench,Text,35.421833,0.350838
flux,en,DB040,42,DrawBench,Text,30.442306,0.325302
flux,en,DB041,42,DrawBench,Text,32.319772,0.29758
flux,en,DB042,42,DrawBench,Text,37.918106,0.330035
flux,en,DB043,42,DrawBench,Text,31.852159,0.331082
flux,en,DB044,42,DrawBench,Text,36.969239,0.386933
flux,en,DB045,42,DrawBench,Text,30.993503,0.339003
flux,en,DB046,42,DrawBench,Text,32.428631,0.32053
flux,en,DB047,42,DrawBench,Text,31.895524,0.326503
flux,en,DB048,42,DrawBench,Text,30.294186,0.326323
flux,en,DB049,42,DrawBench,Text,38.90264,0.410681
flux,en,DB050,42,DrawBench,Text,34.054941,0.317405
flux,en,GB001,42,GenAI-Bench,Spatial Relation,34.116536,0.345321
flux,en,GB002,42,GenAI-Bench,Spatial Relation,37.570229,0.364249
flux,en,GB003,42,GenAI-Bench,Spatial Relation,30.485949,0.332798
flux,en,GB004,42,GenAI-Bench,Spatial Relation,39.462644,0.395264
flux,en,GB005,42,GenAI-Bench,Spatial Relation,33.193934,0.358287
flux,en,GB006,42,GenAI-Bench,Spatial Relation,31.026068,0.322396
flux,en,GB007,42,GenAI-Bench,Spatial Relation,35.923904,0.340535
flux,en,GB008,42,GenAI-Bench,Spatial Relation,30.365571,0.313744
flux,en,GB009,42,GenAI-Bench,Spatial Relation,36.452708,0.351493
flux,en,GB010,42,GenAI-Bench,Spatial Relation,36.306638,0.360487
flux,en,GB011,42,GenAI-Bench,Spatial Relation,31.118304,0.331982
flux,en,GB012,42,GenAI-Bench,Spatial Relation,29.217535,0.297098
flux,en,GB013,42,GenAI-Bench,Spatial Relation,34.816322,0.337013
flux,en,GB014,42,GenAI-Bench,Spatial Relation,29.710349,0.280167
flux,en,GB015,42,GenAI-Bench,Spatial Relation,33.061978,0.36314
flux,en,GB016,42,GenAI-Bench,Spatial Relation,37.435046,0.371387
flux,en,GB017,42,GenAI-Bench,Spatial Relation,36.699405,0.369065
flux,en,GB018,42,GenAI-Bench,Spatial Relation,34.436983,0.38496
flux,en,GB019,42,GenAI-Bench,Spatial Relation,30.730477,0.317114
flux,en,GB020,42,GenAI-Bench,Spatial Relation,35.590932,0.376087
flux,en,GB021,42,GenAI-Bench,Spatial Relation,37.162864,0.347585
flux,en,GB022,42,GenAI-Bench,Spatial Relation,36.874634,0.359648
flux,en,GB023,42,GenAI-Bench,Spatial Relation,33.070683,0.306587
flux,en,GB024,42,GenAI-Bench,Spatial Relation,34.964624,0.355318
flux,en,GB025,42,GenAI-Bench,Spatial Relation,30.941728,0.32902
flux,en,GB026,42,GenAI-Bench,Attribute,32.32893,0.328175
flux,en,GB027,42,GenAI-Bench,Attribute,30.266109,0.316998
flux,en,GB028,42,GenAI-Bench,Attribute,27.941504,0.290132
flux,en,GB029,42,GenAI-Bench,Attribute,30.711156,0.334364
flux,en,GB030,42,GenAI-Bench,Attribute,30.469224,0.32136
flux,en,GB031,42,GenAI-Bench,Attribute,35.200566,0.316759
flux,en,GB032,42,GenAI-Bench,Attribute,32.832831,0.34347
flux,en,GB033,42,GenAI-Bench,Attribute,30.99848,0.329827
flux,en,GB034,42,GenAI-Bench,Attribute,34.66216,0.354028
flux,en,GB035,42,GenAI-Bench,Attribute,33.026063,0.319926
flux,en,GB036,42,GenAI-Bench,Attribute,43.190303,0.411252
flux,en,GB037,42,GenAI-Bench,Attribute,30.055794,0.303242
flux,en,GB038,42,GenAI-Bench,Attribute,31.893453,0.319864
flux,en,GB039,42,GenAI-Bench,Attribute,35.125771,0.330702
flux,en,GB040,42,GenAI-Bench,Attribute,33.324063,0.350304
flux,en,GB041,42,GenAI-Bench,Attribute,31.713757,0.339203
flux,en,GB042,42,GenAI-Bench,Attribute,27.578017,0.295682
flux,en,GB043,42,GenAI-Bench,Attribute,33.26228,0.339212
flux,en,GB044,42,GenAI-Bench,Attribute,36.307943,0.335706
flux,en,GB045,42,GenAI-Bench,Attribute,31.708544,0.326357
flux,en,GB046,42,GenAI-Bench,Attribute,34.894863,0.352364
flux,en,GB047,42,GenAI-Bench,Attribute,32.815391,0.333421
flux,en,GB048,42,GenAI-Bench,Attribute,30.747759,0.303017
flux,en,GB049,42,GenAI-Bench,Attribute,33.811966,0.348744
flux,en,GB050,42,GenAI-Bench,Attribute,25.191393,0.250559
flux,de,DB001,42,DrawBench,Colors,33.055246,0.329473
flux,de,DB002,42,DrawBench,Colors,34.667796,0.31818
flux,de,DB003,42,DrawBench,Colors,28.812411,0.291083
flux,de,DB004,42,DrawBench,Colors,32.556364,0.310686
flux,de,DB005,42,DrawBench,Colors,26.29258,0.271331
flux,de,DB006,42,DrawBench,Colors,29.324618,0.297479
flux,de,DB007,42,DrawBench,Colors,31.370923,0.308611
flux,de,DB008,42,DrawBench,Colors,24.863663,0.254325
flux,de,DB009,42,DrawBench,Colors,35.188204,0.321796
flux,de,DB010,42,DrawBench,Colors,32.881868,0.325442
flux,de,DB011,42,DrawBench,Colors,32.767552,0.334497
flux,de,DB012,42,DrawBench,Colors,31.57824,0.300958
flux,de,DB013,42,DrawBench,Colors,31.797561,0.312759
flux,de,DB014,42,DrawBench,Counting,22.356069,0.238754
flux,de,DB015,42,DrawBench,Counting,28.524992,0.300709
flux,de,DB016,42,DrawBench,Counting,28.310782,0.310526
flux,de,DB017,42,DrawBench,Counting,22.855516,0.242908
flux,de,DB018,42,DrawBench,Counting,30.435616,0.316691
flux,de,DB019,42,DrawBench,Counting,27.259007,0.288387
flux,de,DB020,42,DrawBench,Counting,24.553663,0.257059
flux,de,DB021,42,DrawBench,Counting,27.382934,0.283826
flux,de,DB022,42,DrawBench,Counting,28.260088,0.275224
flux,de,DB023,42,DrawBench,Counting,27.772582,0.272541
flux,de,DB024,42,DrawBench,Counting,23.977488,0.254806
flux,de,DB025,42,DrawBench,Counting,30.439577,0.309977
flux,de,DB026,42,DrawBench,Counting,28.346673,0.282542
flux,de,DB027,42,DrawBench,Positional,19.597292,0.201142
flux,de,DB028,42,DrawBench,Positional,23.352449,0.261674
flux,de,DB029,42,DrawBench,Positional,27.579701,0.266365
flux,de,DB030,42,DrawBench,Positional,12.601326,0.166471
flux,de,DB031,42,DrawBench,Positional,22.8632,0.273392
flux,de,DB032,42,DrawBench,Positional,28.280783,0.30248
flux,de,DB033,42,DrawBench,Positional,27.009344,0.263901
flux,de,DB034,42,DrawBench,Positional,24.408329,0.298081
flux,de,DB035,42,DrawBench,Positional,21.738425,0.223297
flux,de,DB036,42,DrawBench,Positional,34.567541,0.352262
flux,de,DB037,42,DrawBench,Positional,31.958354,0.302149
flux,de,DB038,42,DrawBench,Positional,33.611578,0.320937
flux,de,DB039,42,DrawBench,Text,30.121869,0.327585
flux,de,DB040,42,DrawBench,Text,30.350465,0.338552
flux,de,DB041,42,DrawBench,Text,31.44885,0.345026
flux,de,DB042,42,DrawBench,Text,32.779172,0.307975
flux,de,DB043,42,DrawBench,Text,32.282373,0.325704
flux,de,DB044,42,DrawBench,Text,39.784443,0.417545
flux,de,DB045,42,DrawBench,Text,31.782937,0.35664
flux,de,DB046,42,DrawBench,Text,29.300255,0.264111
flux,de,DB047,42,DrawBench,Text,29.512101,0.329723
flux,de,DB048,42,DrawBench,Text,30.669844,0.301314
flux,de,DB049,42,DrawBench,Text,37.627468,0.402424
flux,de,DB050,42,DrawBench,Text,29.873887,0.327864
flux,de,GB001,42,GenAI-Bench,Spatial Relation,33.211997,0.311012
flux,de,GB002,42,GenAI-Bench,Spatial Relation,32.986578,0.300663
flux,de,GB003,42,GenAI-Bench,Spatial Relation,18.842538,0.175136
flux,de,GB004,42,GenAI-Bench,Spatial Relation,33.98017,0.343182
flux,de,GB005,42,GenAI-Bench,Spatial Relation,31.421992,0.335169
flux,de,GB006,42,GenAI-Bench,Spatial Relation,31.088606,0.312843
flux,de,GB007,42,GenAI-Bench,Spatial Relation,26.733896,0.284876
flux,de,GB008,42,GenAI-Bench,Spatial Relation,26.170266,0.233088
flux,de,GB009,42,GenAI-Bench,Spatial Relation,32.62381,0.316412
flux,de,GB010,42,GenAI-Bench,Spatial Relation,33.692059,0.287795
flux,de,GB011,42,GenAI-Bench,Spatial Relation,22.80803,0.251182
flux,de,GB012,42,GenAI-Bench,Spatial Relation,29.898384,0.307449
flux,de,GB013,42,GenAI-Bench,Spatial Relation,30.460256,0.242231
flux,de,GB014,42,GenAI-Bench,Spatial Relation,25.535035,0.270418
flux,de,GB015,42,GenAI-Bench,Spatial Relation,32.08577,0.325445
flux,de,GB016,42,GenAI-Bench,Spatial Relation,36.612496,0.361878
flux,de,GB017,42,GenAI-Bench,Spatial Relation,33.776215,0.351999
flux,de,GB018,42,GenAI-Bench,Spatial Relation,31.775886,0.348179
flux,de,GB019,42,GenAI-Bench,Spatial Relation,24.218038,0.280225
flux,de,GB020,42,GenAI-Bench,Spatial Relation,26.203215,0.292249
flux,de,GB021,42,GenAI-Bench,Spatial Relation,27.01171,0.313881
flux,de,GB022,42,GenAI-Bench,Spatial Relation,23.661943,0.225188
flux,de,GB023,42,GenAI-Bench,Spatial Relation,31.103465,0.301723
flux,de,GB024,42,GenAI-Bench,Spatial Relation,31.413057,0.326347
flux,de,GB025,42,GenAI-Bench,Spatial Relation,21.055257,0.278132
flux,de,GB026,42,GenAI-Bench,Attribute,29.45089,0.321297
flux,de,GB027,42,GenAI-Bench,Attribute,28.881788,0.28052
flux,de,GB028,42,GenAI-Bench,Attribute,27.397698,0.279925
flux,de,GB029,42,GenAI-Bench,Attribute,31.004986,0.300428
flux,de,GB030,42,GenAI-Bench,Attribute,30.040103,0.295218
flux,de,GB031,42,GenAI-Bench,Attribute,28.754988,0.283365
flux,de,GB032,42,GenAI-Bench,Attribute,26.751685,0.299137
flux,de,GB033,42,GenAI-Bench,Attribute,31.097981,0.326908
flux,de,GB034,42,GenAI-Bench,Attribute,24.171191,0.240659
flux,de,GB035,42,GenAI-Bench,Attribute,32.616484,0.311709
flux,de,GB036,42,GenAI-Bench,Attribute,38.732484,0.373743
flux,de,GB037,42,GenAI-Bench,Attribute,28.037578,0.301205
flux,de,GB038,42,GenAI-Bench,Attribute,30.553231,0.315258
flux,de,GB039,42,GenAI-Bench,Attribute,28.819457,0.274811
flux,de,GB040,42,GenAI-Bench,Attribute,34.716445,0.34302
flux,de,GB041,42,GenAI-Bench,Attribute,30.443946,0.346955
flux,de,GB042,42,GenAI-Bench,Attribute,26.508102,0.263003
flux,de,GB043,42,GenAI-Bench,Attribute,33.608663,0.348181
flux,de,GB044,42,GenAI-Bench,Attribute,28.430489,0.23028
flux,de,GB045,42,GenAI-Bench,Attribute,28.187445,0.243622
flux,de,GB046,42,GenAI-Bench,Attribute,29.924515,0.30278
flux,de,GB047,42,GenAI-Bench,Attribute,32.928038,0.329751
flux,de,GB048,42,GenAI-Bench,Attribute,28.556445,0.279832
flux,de,GB049,42,GenAI-Bench,Attribute,28.536615,0.320872
flux,de,GB050,42,GenAI-Bench,Attribute,24.192917,0.238271
flux,fr,DB001,42,DrawBench,Colors,33.433551,0.329542
flux,fr,DB002,42,DrawBench,Colors,30.106735,0.281897
flux,fr,DB003,42,DrawBench,Colors,28.328097,0.281085
flux,fr,DB004,42,DrawBench,Colors,29.002506,0.315573
flux,fr,DB005,42,DrawBench,Colors,27.464077,0.291564
flux,fr,DB006,42,DrawBench,Colors,28.158346,0.291293
flux,fr,DB007,42,DrawBench,Colors,31.195524,0.300548
flux,fr,DB008,42,DrawBench,Colors,25.035971,0.260483
flux,fr,DB009,42,DrawBench,Colors,31.647608,0.31182
flux,fr,DB010,42,DrawBench,Colors,33.71028,0.328916
flux,fr,DB011,42,DrawBench,Colors,33.015278,0.315511
flux,fr,DB012,42,DrawBench,Colors,31.8571,0.303525
flux,fr,DB013,42,DrawBench,Colors,29.355043,0.286941
flux,fr,DB014,42,DrawBench,Counting,25.341728,0.27054
flux,fr,DB015,42,DrawBench,Counting,28.744376,0.300695
flux,fr,DB016,42,DrawBench,Counting,26.213947,0.272921
flux,fr,DB017,42,DrawBench,Counting,27.995926,0.284252
flux,fr,DB018,42,DrawBench,Counting,31.291699,0.311442
flux,fr,DB019,42,DrawBench,Counting,27.984408,0.287051
flux,fr,DB020,42,DrawBench,Counting,27.233097,0.273949
flux,fr,DB021,42,DrawBench,Counting,31.213695,0.31501
flux,fr,DB022,42,DrawBench,Counting,26.824912,0.277864
flux,fr,DB023,42,DrawBench,Counting,27.940646,0.287983
flux,fr,DB024,42,DrawBench,Counting,26.984036,0.273882
flux,fr,DB025,42,DrawBench,Counting,31.704485,0.314116
flux,fr,DB026,42,DrawBench,Counting,28.390396,0.293014
flux,fr,DB027,42,DrawBench,Positional,26.880413,0.272853
flux,fr,DB028,42,DrawBench,Positional,21.71144,0.258177
flux,fr,DB029,42,DrawBench,Positional,28.713226,0.290913
flux,fr,DB030,42,DrawBench,Positional,30.783895,0.317832
flux,fr,DB031,42,DrawBench,Positional,29.69186,0.260398
flux,fr,DB032,42,DrawBench,Positional,27.340987,0.278963
flux,fr,DB033,42,DrawBench,Positional,28.137195,0.280639
flux,fr,DB034,42,DrawBench,Positional,26.828399,0.31827
flux,fr,DB035,42,DrawBench,Positional,25.812542,0.282164
flux,fr,DB036,42,DrawBench,Positional,33.540031,0.353333
flux,fr,DB037,42,DrawBench,Positional,31.734762,0.304445
flux,fr,DB038,42,DrawBench,Positional,30.19051,0.283437
flux,fr,DB039,42,DrawBench,Text,33.246824,0.331155
flux,fr,DB040,42,DrawBench,Text,30.263042,0.310761
flux,fr,DB041,42,DrawBench,Text,30.800158,0.315965
flux,fr,DB042,42,DrawBench,Text,36.641005,0.303027
flux,fr,DB043,42,DrawBench,Text,30.856255,0.309628
flux,fr,DB044,42,DrawBench,Text,41.56588,0.417247
flux,fr,DB045,42,DrawBench,Text,31.611907,0.344101
flux,fr,DB046,42,DrawBench,Text,29.447573,0.321478
flux,fr,DB047,42,DrawBench,Text,29.881307,0.281844
flux,fr,DB048,42,DrawBench,Text,33.732027,0.34468
flux,fr,DB049,42,DrawBench,Text,39.27319,0.421968
flux,fr,DB050,42,DrawBench,Text,36.034226,0.350989
flux,fr,GB001,42,GenAI-Bench,Spatial Relation,32.804644,0.32469
flux,fr,GB002,42,GenAI-Bench,Spatial Relation,32.664862,0.316824
flux,fr,GB003,42,GenAI-Bench,Spatial Relation,26.184663,0.286444
flux,fr,GB004,42,GenAI-Bench,Spatial Relation,36.204857,0.384025
flux,fr,GB005,42,GenAI-Bench,Spatial Relation,29.716304,0.304457
flux,fr,GB006,42,GenAI-Bench,Spatial Relation,30.674452,0.31153
flux,fr,GB007,42,GenAI-Bench,Spatial Relation,29.793394,0.285553
flux,fr,GB008,42,GenAI-Bench,Spatial Relation,31.265017,0.303531
flux,fr,GB009,42,GenAI-Bench,Spatial Relation,33.734238,0.343637
flux,fr,GB010,42,GenAI-Bench,Spatial Relation,38.257849,0.324355
flux,fr,GB011,42,GenAI-Bench,Spatial Relation,26.769057,0.296645
flux,fr,GB012,42,GenAI-Bench,Spatial Relation,29.245761,0.305018
flux,fr,GB013,42,GenAI-Bench,Spatial Relation,34.970963,0.340665
flux,fr,GB014,42,GenAI-Bench,Spatial Relation,28.849792,0.301902
flux,fr,GB015,42,GenAI-Bench,Spatial Relation,34.492433,0.351776
flux,fr,GB016,42,GenAI-Bench,Spatial Relation,26.485896,0.309144
flux,fr,GB017,42,GenAI-Bench,Spatial Relation,38.083163,0.353847
flux,fr,GB018,42,GenAI-Bench,Spatial Relation,34.05273,0.37759
flux,fr,GB019,42,GenAI-Bench,Spatial Relation,26.168242,0.275668
flux,fr,GB020,42,GenAI-Bench,Spatial Relation,30.541819,0.291061
flux,fr,GB021,42,GenAI-Bench,Spatial Relation,26.237756,0.278325
flux,fr,GB022,42,GenAI-Bench,Spatial Relation,36.503196,0.338416
flux,fr,GB023,42,GenAI-Bench,Spatial Relation,30.592459,0.304415
flux,fr,GB024,42,GenAI-Bench,Spatial Relation,32.243919,0.288109
flux,fr,GB025,42,GenAI-Bench,Spatial Relation,26.72379,0.313678
flux,fr,GB026,42,GenAI-Bench,Attribute,29.531243,0.306329
flux,fr,GB027,42,GenAI-Bench,Attribute,29.990947,0.303729
flux,fr,GB028,42,GenAI-Bench,Attribute,24.470851,0.244129
flux,fr,GB029,42,GenAI-Bench,Attribute,27.411091,0.254003
flux,fr,GB030,42,GenAI-Bench,Attribute,29.587457,0.308422
flux,fr,GB031,42,GenAI-Bench,Attribute,32.72773,0.319119
flux,fr,GB032,42,GenAI-Bench,Attribute,27.505818,0.291775
flux,fr,GB033,42,GenAI-Bench,Attribute,31.128934,0.32856
flux,fr,GB034,42,GenAI-Bench,Attribute,29.396084,0.318696
flux,fr,GB035,42,GenAI-Bench,Attribute,33.359271,0.300702
flux,fr,GB036,42,GenAI-Bench,Attribute,19.689594,0.204238
flux,fr,GB037,42,GenAI-Bench,Attribute,26.084799,0.294628
flux,fr,GB038,42,GenAI-Bench,Attribute,30.927217,0.297628
flux,fr,GB039,42,GenAI-Bench,Attribute,32.744232,0.314724
flux,fr,GB040,42,GenAI-Bench,Attribute,33.607662,0.323498
flux,fr,GB041,42,GenAI-Bench,Attribute,28.627867,0.329206
flux,fr,GB042,42,GenAI-Bench,Attribute,27.842063,0.278867
flux,fr,GB043,42,GenAI-Bench,Attribute,31.706148,0.342911
flux,fr,GB044,42,GenAI-Bench,Attribute,35.934457,0.378598
flux,fr,GB045,42,GenAI-Bench,Attribute,27.809554,0.252131
flux,fr,GB046,42,GenAI-Bench,Attribute,34.13547,0.34444
flux,fr,GB047,42,GenAI-Bench,Attribute,26.343882,0.292298
flux,fr,GB048,42,GenAI-Bench,Attribute,31.035027,0.28016
flux,fr,GB049,42,GenAI-Bench,Attribute,30.636823,0.31661
flux,fr,GB050,42,GenAI-Bench,Attribute,25.998482,0.278515
flux,es,DB001,42,DrawBench,Colors,20.415887,0.211067
flux,es,DB002,42,DrawBench,Colors,32.801193,0.302253
